0,0,1,0,0,0.82459,0,0,0.86227
0.0055866,0.0055849,0.77602,0.0055866,0.005585,1,0.0055866,0.0055843,1
0.011173,0.01117,0.73095,0.011173,0.01117,0.96655,0.011173,0.011169,0.94501
0.01676,0.016755,0.67755,0.01676,0.016756,0.93465,0.01676,0.016754,0.87584
0.022346,0.022341,0.6334,0.022346,0.022341,0.88718,0.022346,0.022339,0.8651
0.027933,0.027927,0.57546,0.027933,0.027927,0.8265,0.027933,0.027925,0.78134
0.03352,0.033513,0.57575,0.03352,0.033513,0.82372,0.03352,0.033511,0.79499
0.039106,0.0391,0.51089,0.039106,0.0391,0.83246,0.039106,0.039098,0.76003
0.044693,0.044687,0.5114,0.044693,0.044687,0.76498,0.044693,0.044685,0.70278
0.050279,0.050273,0.49703,0.050279,0.050274,0.73256,0.050279,0.050272,0.65834
0.055866,0.05586,0.45397,0.055866,0.05586,0.70648,0.055866,0.055858,0.60612
0.061453,0.061447,0.41123,0.061453,0.061447,0.62949,0.061453,0.061445,0.60826
0.067039,0.067033,0.41494,0.067039,0.067033,0.63463,0.067039,0.067032,0.5802
0.072626,0.07262,0.40329,0.072626,0.07262,0.55439,0.072626,0.072619,0.54968
0.078212,0.078207,0.31843,0.078212,0.078207,0.53817,0.078212,0.078205,0.53861
0.083799,0.083793,0.3753,0.083799,0.083793,0.54782,0.083799,0.083792,0.49865
0.089385,0.08938,0.33737,0.089385,0.08938,0.51147,0.089385,0.089379,0.52869
0.094972,0.094967,0.35935,0.094972,0.094966,0.50875,0.094972,0.094965,0.49305
0.10056,0.10055,0.36941,0.10056,0.10055,0.51461,0.10056,0.10055,0.51583
0.10615,0.10614,0.34295,0.10615,0.10614,0.51578,0.10615,0.10614,0.49929
0.11173,0.11173,0.3597,0.11173,0.11173,0.50603,0.11173,0.11173,0.49798
0.11732,0.11731,0.4134,0.11732,0.11731,0.52372,0.11732,0.11731,0.50468
0.12291,0.1229,0.38081,0.12291,0.1229,0.53947,0.12291,0.1229,0.53917
0.12849,0.12849,0.39783,0.12849,0.12849,0.53881,0.12849,0.12849,0.50099
0.13408,0.13407,0.3935,0.13408,0.13407,0.51476,0.13408,0.13407,0.51791
0.13966,0.13966,0.38012,0.13966,0.13966,0.51967,0.13966,0.13966,0.53771
0.14525,0.14525,0.37438,0.14525,0.14525,0.49578,0.14525,0.14525,0.52398
0.15084,0.15083,0.39528,0.15084,0.15083,0.51398,0.15084,0.15083,0.53238
0.15642,0.15642,0.43694,0.15642,0.15642,0.5454,0.15642,0.15642,0.55075
0.16201,0.16201,0.36784,0.16201,0.16201,0.54286,0.16201,0.16201,0.48642
0.1676,0.16759,0.44123,0.1676,0.16759,0.51469,0.1676,0.16759,0.54842
0.17318,0.17318,0.41621,0.17318,0.17318,0.52879,0.17318,0.17318,0.56396
0.17877,0.17877,0.4377,0.17877,0.17877,0.54231,0.17877,0.17877,0.54577
0.18436,0.18435,0.44502,0.18436,0.18435,0.55359,0.18436,0.18435,0.55086
0.18994,0.18994,0.44336,0.18994,0.18994,0.5573,0.18994,0.18994,0.5381
0.19553,0.19553,0.44392,0.19553,0.19553,0.54617,0.19553,0.19552,0.5404
0.20112,0.20111,0.41956,0.20112,0.20111,0.51962,0.20112,0.20111,0.54924
0.2067,0.2067,0.41991,0.2067,0.2067,0.55431,0.2067,0.2067,0.52018
0.21229,0.21229,0.39715,0.21229,0.21229,0.54928,0.21229,0.21228,0.51096
0.21788,0.21787,0.40629,0.21788,0.21787,0.55171,0.21788,0.21787,0.53181
0.22346,0.22346,0.43302,0.22346,0.22346,0.5655,0.22346,0.22346,0.53704
0.22905,0.22905,0.40747,0.22905,0.22905,0.52937,0.22905,0.22904,0.51088
0.23464,0.23463,0.40721,0.23464,0.23463,0.49884,0.23464,0.23463,0.53161
0.24022,0.24022,0.40018,0.24022,0.24022,0.55002,0.24022,0.24022,0.52734
0.24581,0.24581,0.39678,0.24581,0.24581,0.54058,0.24581,0.2458,0.518
0.2514,0.25139,0.38794,0.2514,0.25139,0.51829,0.2514,0.25139,0.52392
0.25698,0.25698,0.37479,0.25698,0.25698,0.48197,0.25698,0.25698,0.44903
0.26257,0.26257,0.39144,0.26257,0.26257,0.50979,0.26257,0.26256,0.51015
0.26816,0.26815,0.36469,0.26816,0.26815,0.45307,0.26816,0.26815,0.49547
0.27374,0.27374,0.37776,0.27374,0.27374,0.46761,0.27374,0.27374,0.45955
0.27933,0.27933,0.36195,0.27933,0.27933,0.45228,0.27933,0.27932,0.45929
0.28492,0.28491,0.3234,0.28492,0.28491,0.45057,0.28492,0.28491,0.42732
0.2905,0.2905,0.30134,0.2905,0.2905,0.47617,0.2905,0.2905,0.41724
0.29609,0.29609,0.29975,0.29609,0.29609,0.4174,0.29609,0.29608,0.39714
0.30168,0.30167,0.27776,0.30168,0.30167,0.4241,0.30168,0.30167,0.37377
0.30726,0.30726,0.29794,0.30726,0.30726,0.41591,0.30726,0.30726,0.32346
0.31285,0.31285,0.2288,0.31285,0.31285,0.36886,0.31285,0.31284,0.31254
0.31844,0.31843,0.23259,0.31844,0.31843,0.35109,0.31844,0.31843,0.28894
0.32402,0.32402,0.20422,0.32402,0.32402,0.31127,0.32402,0.32402,0.26731
0.32961,0.32961,0.18725,0.32961,0.32961,0.32094,0.32961,0.3296,0.25253
0.3352,0.33519,0.15861,0.3352,0.33519,0.26446,0.3352,0.33519,0.25792
0.34078,0.34078,0.16118,0.34078,0.34078,0.21077,0.34078,0.34078,0.1892
0.34637,0.34637,0.12945,0.34637,0.34637,0.23998,0.34637,0.34636,0.18105
0.35196,0.35195,0.094042,0.35196,0.35195,0.18729,0.35196,0.35195,0.13036
0.35754,0.35754,0.092368,0.35754,0.35754,0.1376,0.35754,0.35754,0.12447
0.36313,0.36313,0.090242,0.36313,0.36313,0.15179,0.36313,0.36312,0.098505
0.36872,0.36871,0.041295,0.36872,0.36871,0.12848,0.36872,0.36871,0.10074
0.3743,0.3743,0.057159,0.3743,0.3743,0.11149,0.3743,0.3743,0.11028
0.37989,0.37989,0.042157,0.37989,0.37988,0.08529,0.37989,0.37988,0.055542
0.38547,0.38547,0,0.38547,0.38547,0.056253,0.38547,0.38547,0.062138
0.39106,0.39106,0.047272,0.39106,0.39106,0.041726,0.39106,0.39106,0.018098
0.39665,0.39665,0.00147,0.39665,0.39664,0.090468,0.39665,0.39664,0.039925
0.40223,0.40223,0.015708,0.40223,0.40223,0,0.40223,0.40223,0.012579
0.40782,0.40782,0.014313,0.40782,0.40782,0.033162,0.40782,0.40782,0
0.41341,0.41341,0.042784,0.41341,0.4134,0.042024,0.41341,0.4134,0.023372
0.41899,0.41899,0.049791,0.41899,0.41899,0.032728,0.41899,0.41899,0.047439
0.42458,0.42458,0.0032636,0.42458,0.42458,0.01688,0.42458,0.42458,0.025579
0.43017,0.43016,0.011097,0.43017,0.43016,0.0071826,0.43017,0.43016,0.02892
0.43575,0.43575,0.028291,0.43575,0.43575,0.019701,0.43575,0.43575,0.035194
0.44134,0.44134,0.035849,0.44134,0.44134,0.057398,0.44134,0.44134,0.020167
0.44693,0.44692,0.034823,0.44693,0.44692,0.01745,0.44693,0.44692,0.017446
0.45251,0.45251,0.06712,0.45251,0.45251,0.025417,0.45251,0.45251,0.064893
0.4581,0.4581,0.06031,0.4581,0.4581,0.042176,0.4581,0.4581,0.050103
0.46369,0.46368,0.035071,0.46369,0.46368,0.067454,0.46369,0.46368,0.061271
0.46927,0.46927,0.12162,0.46927,0.46927,0.057384,0.46927,0.46927,0.069997
0.47486,0.47486,0.091309,0.47486,0.47486,0.066149,0.47486,0.47486,0.086572
0.48045,0.48044,0.097247,0.48045,0.48044,0.077447,0.48045,0.48044,0.071636
0.48603,0.48603,0.11716,0.48603,0.48603,0.057299,0.48603,0.48603,0.090567
0.49162,0.49162,0.11784,0.49162,0.49162,0.11173,0.49162,0.49162,0.085302
0.49721,0.4972,0.11755,0.49721,0.4972,0.072563,0.49721,0.4972,0.11131
0.50279,0.50279,0.10833,0.50279,0.50279,0.11185,0.50279,0.50279,0.12148
0.50838,0.50838,0.11692,0.50838,0.50838,0.12252,0.50838,0.50838,0.14456
0.51397,0.51396,0.12489,0.51397,0.51396,0.08246,0.51397,0.51396,0.11396
0.51955,0.51955,0.15778,0.51955,0.51955,0.1201,0.51955,0.51955,0.17834
0.52514,0.52514,0.1575,0.52514,0.52514,0.16533,0.52514,0.52514,0.17547
0.53073,0.53072,0.19418,0.53073,0.53072,0.16797,0.53073,0.53072,0.15798
0.53631,0.53631,0.20674,0.53631,0.53631,0.17205,0.53631,0.53631,0.16052
0.5419,0.5419,0.20659,0.5419,0.5419,0.20085,0.5419,0.5419,0.20085
0.54749,0.54748,0.24072,0.54749,0.54748,0.17595,0.54749,0.54748,0.22024
0.55307,0.55307,0.20884,0.55307,0.55307,0.17533,0.55307,0.55307,0.23338
0.55866,0.55866,0.20759,0.55866,0.55866,0.20871,0.55866,0.55866,0.18659
0.56425,0.56424,0.21278,0.56425,0.56424,0.22077,0.56425,0.56424,0.23753
0.56983,0.56983,0.24348,0.56983,0.56983,0.23947,0.56983,0.56983,0.26007
0.57542,0.57542,0.28171,0.57542,0.57542,0.24386,0.57542,0.57542,0.23908
0.58101,0.581,0.28699,0.58101,0.581,0.22974,0.58101,0.581,0.27293
0.58659,0.58659,0.2833,0.58659,0.58659,0.28201,0.58659,0.58659,0.25239
0.59218,0.59218,0.28416,0.59218,0.59218,0.27961,0.59218,0.59218,0.29292
0.59777,0.59777,0.30315,0.59777,0.59776,0.25202,0.59777,0.59776,0.3402
0.60335,0.60335,0.31095,0.60335,0.60335,0.3169,0.60335,0.60335,0.2994
0.60894,0.60894,0.3362,0.60894,0.60894,0.30503,0.60894,0.60894,0.30788
0.61453,0.61453,0.31365,0.61453,0.61452,0.32391,0.61453,0.61452,0.32172
0.62011,0.62011,0.33264,0.62011,0.62011,0.30129,0.62011,0.62011,0.35316
0.6257,0.6257,0.31477,0.6257,0.6257,0.33092,0.6257,0.6257,0.38276
0.63128,0.63129,0.34384,0.63128,0.63128,0.35547,0.63128,0.63128,0.36672
0.63687,0.63687,0.35165,0.63687,0.63687,0.37642,0.63687,0.63687,0.37209
